Star Wars#1977#Adventure#Part IV in George Lucas' epic, Star Wars: A New Hope opens with a Rebel ship being boarded by the tyrannical Darth Vader. The plot then follows the life of a simple farm boy, Luke Skywalker, as he and his newly met allies (Han Solo, Chewbacca, Obi-Wan Kenobi, C-3PO, R2-D2) attempt to rescue a Rebel leader, Princess Leia, from the clutches of the Empire. The conclusion is culminated as the Rebels, including Skywalker and flying ace Wedge Antilles make an attack on the Empire's most powerful and ominous weapon, the Death Star.
The Shining#1980#Horror#A man, his son and wife become the winter caretakers of an isolated hotel where Danny, the son, sees disturbing visions of the hotel's past using a telepathic gift known as "The Shining". The father, Jack Torrance, is underway in a writing project when he slowly slips into insanity as a result of cabin fever and former guests of the hotel's ghosts. After being convinced by a waiter's ghost to "correct" the family, Jack goes completely insane. The only thing that can save Danny and his mother is "The Shining".
One Flew Over the Cuckoo's Nest#1975#Drama#McMurphy has a criminal past and has once again gotten himself into trouble with the law. To escape labor duties in prison, McMurphy pleads insanity and is sent to a ward for the mentally unstable. Once here, McMurphy both endures and stands witness to the abuse and degradation of the oppressive Nurse Ratched, who gains superiority and power through the flaws of the other inmates. McMurphy and the other inmates band together to make a rebellious stance against the atrocious Nurse. 
Manhattan#1979#Comedy#Isaac, 42, has divorced Jill. She is now living with another woman, Connie, and is writing a book in which she will reveal some very private points of their relationship. Isaac has a love affair with Tracy, 17, when he meets Mary, the mistress of his best friend Yale. Yale is already married to Emily.
Pi#1998#Drama#Max is a genius mathematician who's built a supercomputer at home that provides something that can be understood as a key for understanding all existence. Representatives both from a Hasidic cabalistic sect and high-powered Wall Street firm hear of that secret and attempt to seduce him.
Fight Club#1999#Drama#A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground "fight clubs" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.
Scarface#1983#Crime#When Fidel Castro opens the harbor at Mariel, Cuba, he sends 125,000 Cuban refugees to reunite with their relatives in the United States. Among all the refugees, there is one who wants it all, his name is Tony Montana. Tony and his friend Manny arrive in the United States and start in small time jobs. Soon, they are hired by Omar Suarez to pay money to a group of Colombians. When the deal goes wrong, Tony and Manny leave with the money and succeed in their job. Soon Tony meets with drug kingpin Frank Lopez and falls for his boss's girl, Elvira. Pretty soon Tony will know that those who want it all, do not last forever; that is the price of power. The world will know Montana by one name....SCARFACE.
Django Unchained#2012#Adventure#Former dentist, Dr. King Schultz, buys the freedom of a slave, Django, and trains him with the intent to make him his deputy bounty hunter. Instead, he is led to the site of Django's wife who is under the hands of Calvin Candie, a ruthless plantation owner.
A Beautiful Mind#2001#Drama#A biopic of the meteoric rise of John Forbes Nash Jr., a math prodigy able to solve problems that baffled the greatest of minds. And how he overcame years of suffering through schizophrenia to win the Nobel Prize.
Intouchables#2011#Comedy#In Paris, the aristocratic and intellectual Philippe is a quadriplegic millionaire who is interviewing candidates for the position of his carer, with his red-haired secretary Magalie. Out of the blue, the rude African Driss cuts the line of candidates and brings a document from the Social Security and asks Phillipe to sign it to prove that he is seeking a job position so he can receive his unemployment benefit. Philippe challenges Driss, offering him a trial period of one month to gain experience helping him. Then Driss can decide whether he would like to stay with him or not. Driss accepts the challenge and moves to the mansion, changing the boring life of Phillipe and his employees.
Inglourious Basterds#2009#Adventure#In Nazi-occupied France, young Jewish refugee Shosanna Dreyfus witnesses the slaughter of her family by Colonel Hans Landa. Narrowly escaping with her life, she plots her revenge several years later when German war hero Fredrick Zoller takes a rapid interest in her and arranges an illustrious movie premiere at the theater she now runs. With the promise of every major Nazi officer in attendance, the event catches the attention of the "Basterds", a group of Jewish-American guerilla soldiers led by the ruthless Lt. Aldo Raine. As the relentless executioners advance and the conspiring young girl's plans are set in motion, their paths will cross for a fateful evening that will shake the very annals of history.
